student_id,department,year,gender,attendance_percentage,classes_missed,mood_score,stress_score,sleep_hours,energy_level,gpa,assignments_pending,exam_days_left,study_hours,internal_marks,lab_performance,counselor_sentiment,counselor_visits,extracurricular_hours,financial_stress,social_support,risk_level
42206,EEE,4,Male,78,34,9,10,7.0,2,7.12,1,39,7.7,60,50,Positive,5,1.5,2,3,Low
42207,IT,2,Male,88,11,7,3,4.9,6,9.94,10,48,0.6,56,69,Positive,6,0.8,2,2,Low
42208,CE,4,Male,93,30,9,10,4.7,5,6.46,3,40,3.4,57,72,Negative,6,10.6,4,2,High
42209,EEE,1,Male,57,11,9,7,6.6,9,5.72,1,17,4.9,83,91,Neutral,6,8.6,3,2,Medium
42210,ECE,4,Male,96,22,10,6,5.3,7,6.12,0,28,7.6,82,43,Positive,0,7.5,4,4,Low
42211,EEE,1,Female,68,37,9,9,6.1,3,6.56,0,34,8.6,45,85,Positive,5,3.3,1,4,Medium
42212,IT,4,Female,46,15,6,8,8.1,1,7.86,7,57,1.4,92,75,Neutral,0,1.5,2,5,Medium
42213,ECE,4,Male,52,32,4,3,8.7,4,9.61,10,18,2.1,87,46,Positive,7,8.3,3,5,Low
42214,CSE,4,Female,69,21,1,2,8.3,5,8.16,7,29,6.6,49,96,Positive,8,8.5,5,1,Medium
42215,ECE,1,Female,69,18,8,5,3.9,10,7.7,3,14,9.5,45,82,Neutral,1,9.8,3,2,Medium
42216,ME,4,Female,93,25,10,10,7.0,7,5.49,6,39,5.6,91,78,Negative,0,11.5,4,1,High
42217,CE,3,Male,80,39,6,2,6.8,5,5.57,10,48,1.6,88,90,Negative,4,7.5,3,5,Medium
42218,ECE,2,Male,80,29,8,1,9.0,9,8.14,4,5,2.5,55,52,Neutral,6,10.7,3,2,Low
42219,CE,2,Female,64,9,7,4,6.1,10,7.12,1,18,9.0,96,55,Negative,8,2.9,1,3,Medium
42220,ECE,2,Female,63,23,2,6,3.5,3,6.1,4,39,2.9,70,59,Negative,3,7.1,3,5,High
42221,ME,2,Female,82,1,4,3,6.8,8,8.6,3,31,1.4,77,65,Positive,8,9.3,4,5,Low
42222,IT,2,Male,50,39,2,1,3.5,1,9.56,4,38,5.9,74,57,Neutral,8,5.1,3,3,Medium
42223,CE,3,Male,57,34,4,8,8.3,3,7.33,2,26,8.7,79,89,Negative,4,4.6,2,3,Medium
42224,CSE,4,Female,72,11,10,3,4.9,8,6.89,0,13,0.1,99,90,Negative,7,1.4,2,4,Low
42225,CSE,3,Female,45,35,6,3,8.3,4,7.69,3,32,3.9,49,58,Neutral,1,5.5,2,3,Low
42226,CSE,1,Female,99,32,1,9,8.1,5,6.07,6,23,6.3,85,84,Neutral,5,5.8,1,5,Medium
42227,EEE,4,Male,72,36,8,6,6.5,9,9.31,5,50,2.0,85,53,Neutral,7,10.1,2,4,Low
42228,CE,3,Male,57,11,10,10,5.0,1,6.45,4,4,5.4,97,66,Positive,2,0.2,1,2,Medium
42229,CE,2,Male,57,40,2,3,5.1,9,9.94,2,31,3.6,54,69,Negative,5,0.7,1,1,Medium
42230,EEE,1,Female,97,10,10,1,7.8,2,6.81,1,8,0.6,78,78,Neutral,1,7.3,4,4,Low
42231,CE,4,Female,74,22,10,1,6.3,1,8.62,1,31,6.5,97,43,Negative,6,2.7,2,3,Low
42232,EEE,3,Male,88,33,10,9,3.6,4,6.78,7,55,2.9,89,48,Positive,7,8.6,3,5,Medium
42233,CE,1,Female,81,8,9,1,5.9,7,5.05,9,38,0.0,74,64,Negative,0,9.0,4,2,Medium
42234,CE,1,Male,88,35,8,3,6.5,10,6.63,2,41,1.4,66,81,Positive,1,7.1,2,1,Low
42235,ECE,3,Male,53,21,7,5,3.3,1,9.24,1,15,8.5,52,40,Neutral,6,7.6,3,1,Medium
42236,EEE,1,Male,78,6,1,5,3.1,3,5.49,4,54,1.6,92,62,Positive,7,11.5,5,5,Medium
42237,ME,4,Male,74,29,10,5,8.4,5,8.66,9,46,8.0,74,40,Positive,2,3.5,5,2,Low
42238,EEE,3,Male,48,37,8,6,7.3,2,6.8,7,30,3.3,55,62,Positive,1,7.2,3,2,Medium
42239,CE,4,Female,83,13,2,4,5.0,1,6.43,4,56,8.0,72,74,Positive,6,6.1,2,5,Medium
42240,CSE,4,Female,68,35,10,7,4.2,8,6.1,6,32,8.9,50,89,Positive,7,4.0,2,5,Medium
42241,CSE,4,Male,87,26,6,10,4.9,2,9.14,4,12,9.9,78,54,Neutral,7,2.0,3,3,Low
42242,IT,4,Female,83,6,2,2,3.3,9,6.28,6,16,9.4,42,92,Negative,3,5.6,4,3,High
42243,IT,4,Male,91,11,3,6,5.1,3,6.15,9,24,7.6,69,45,Neutral,3,3.0,2,3,Medium
42244,ME,3,Male,68,38,10,8,3.0,3,7.31,10,38,9.0,61,44,Neutral,7,11.1,2,4,Medium
42245,EEE,3,Female,43,15,2,5,7.2,1,8.32,5,12,6.2,100,51,Positive,7,10.6,4,2,Medium
42246,EEE,4,Male,54,25,8,4,6.6,8,6.38,1,55,6.7,57,52,Neutral,1,3.1,5,1,Medium
42247,CSE,2,Male,68,38,7,5,6.9,8,7.08,6,49,8.5,61,84,Neutral,5,5.3,3,1,Medium
42248,CSE,4,Male,56,25,2,9,4.4,10,7.53,5,6,4.1,87,62,Positive,4,5.7,5,4,High
42249,ME,3,Male,66,0,4,7,3.9,6,5.2,5,40,6.7,46,43,Positive,4,1.6,4,4,Medium
42250,ME,4,Female,96,31,2,2,5.1,6,8.46,6,33,6.8,79,70,Positive,2,1.7,4,1,Medium
42251,CSE,4,Female,49,36,5,5,8.0,3,6.49,5,49,1.0,55,44,Neutral,2,11.8,3,1,Medium
42252,CSE,2,Male,49,9,5,3,6.8,1,9.13,2,57,3.1,85,75,Negative,6,6.9,1,3,Medium
42253,ME,4,Female,91,40,1,7,4.0,2,6.14,1,51,6.4,61,52,Positive,2,2.1,4,1,Medium
42254,ME,2,Male,75,2,8,1,6.6,7,5.08,6,21,1.0,59,93,Neutral,5,4.3,4,2,Medium
42255,IT,4,Female,66,2,10,3,6.6,6,9.14,9,13,3.6,48,55,Neutral,1,6.3,3,2,Medium
42256,CSE,1,Female,70,11,9,2,3.5,1,7.43,4,22,7.2,58,78,Neutral,5,8.8,3,4,Low
42257,CSE,3,Female,51,14,1,7,4.2,2,7.47,5,4,6.7,58,41,Negative,3,3.1,5,1,High
42258,EEE,1,Female,97,36,3,8,3.7,2,5.11,0,43,5.6,41,60,Neutral,3,7.8,1,1,High
42259,EEE,1,Female,62,6,4,10,8.4,9,7.65,9,32,2.9,61,68,Neutral,4,9.5,4,5,Medium
42260,ECE,1,Female,74,40,4,5,7.6,7,5.99,6,18,5.9,82,51,Neutral,0,5.2,3,5,Low
42261,ME,1,Female,79,4,7,4,3.4,7,8.29,2,49,4.0,95,60,Neutral,3,10.0,1,5,Low
42262,CSE,3,Female,90,12,9,8,3.1,9,6.21,5,17,3.8,94,66,Negative,2,2.5,5,5,High
42263,IT,3,Male,99,7,5,9,4.5,5,9.42,5,33,4.8,85,82,Negative,2,0.6,4,2,Medium
42264,IT,1,Female,62,32,6,2,4.4,6,5.13,7,52,9.7,88,95,Negative,3,11.9,4,5,High
42265,CSE,3,Male,64,28,2,9,7.0,4,8.32,3,37,7.6,91,51,Neutral,2,11.1,3,3,Medium
42266,CE,2,Female,83,38,7,9,4.1,8,9.26,7,42,8.5,87,64,Positive,1,1.6,4,3,Medium
42267,CSE,3,Male,57,3,5,4,4.7,7,5.63,1,33,9.6,51,65,Negative,3,0.9,2,2,High
42268,ME,1,Female,93,18,1,6,6.9,8,6.62,4,32,6.1,90,81,Positive,7,4.1,5,2,Medium
42269,CE,1,Male,47,38,6,10,7.6,8,6.93,5,14,5.7,75,83,Positive,6,6.8,2,2,Medium
42270,ME,2,Female,42,11,5,9,6.2,3,8.04,7,20,6.1,79,78,Negative,2,3.5,2,2,High
42271,ECE,1,Female,69,13,8,7,7.1,5,5.96,2,14,3.8,76,87,Negative,5,8.3,2,4,Medium
42272,IT,3,Male,62,32,6,4,8.2,10,5.56,3,47,4.9,72,89,Neutral,6,3.7,3,2,Medium
42273,IT,3,Female,49,16,1,7,5.9,4,5.74,6,44,5.9,73,65,Positive,3,1.0,5,5,High
42274,ME,1,Female,40,32,9,10,3.4,4,8.06,1,16,2.0,59,67,Negative,4,10.8,2,1,High
42275,ME,4,Female,80,28,7,4,7.2,3,5.6,7,26,8.2,58,94,Neutral,3,3.5,3,3,Low
42276,CSE,1,Female,72,33,1,2,4.6,9,5.42,6,28,9.4,100,69,Negative,6,8.8,1,3,High
42277,EEE,1,Male,60,8,8,4,4.3,5,9.41,2,54,7.7,84,58,Positive,1,2.0,4,5,Medium
42278,CSE,3,Male,44,11,2,8,6.5,8,7.72,1,60,4.6,97,93,Negative,2,7.5,5,4,High
42279,ME,2,Female,57,14,1,10,8.8,9,9.38,1,19,1.7,88,70,Negative,0,4.9,4,2,High
42280,CE,3,Male,83,13,3,4,3.5,6,9.69,0,13,7.7,80,73,Positive,1,10.1,5,2,Medium
42281,CE,2,Male,66,30,3,7,7.4,2,5.47,2,5,9.5,90,48,Neutral,3,6.3,3,1,Medium
42282,CSE,1,Female,75,31,7,7,4.8,1,8.38,8,8,2.3,78,60,Positive,6,3.9,3,3,Low
42283,CE,1,Male,45,23,1,5,8.8,5,6.58,0,39,7.6,41,77,Negative,1,6.2,2,3,Medium
42284,EEE,3,Male,72,27,3,6,3.2,9,5.19,9,27,6.6,69,76,Neutral,8,8.9,4,3,Medium
42285,CE,4,Female,80,19,3,8,7.9,1,7.37,7,6,3.3,84,61,Neutral,1,5.3,3,1,Medium
42286,ECE,2,Male,98,21,2,8,7.9,3,6.38,4,0,7.0,97,45,Neutral,6,11.2,5,3,Medium
42287,CSE,3,Female,94,1,1,3,4.1,8,6.19,6,57,5.6,69,84,Negative,2,11.3,4,1,High
42288,CSE,1,Male,96,16,10,9,4.4,8,6.63,5,14,9.4,54,91,Positive,8,0.1,4,1,Medium
42289,EEE,3,Female,61,31,7,1,5.0,9,7.29,5,38,2.4,86,71,Neutral,3,5.5,4,3,Low
42290,CE,4,Male,87,17,8,3,7.0,7,7.45,6,42,4.3,45,50,Neutral,7,8.3,2,2,Low
42291,CE,4,Male,49,1,7,3,7.4,6,8.95,6,51,5.3,93,98,Negative,2,5.1,5,1,Medium
42292,EEE,3,Male,86,15,9,1,4.4,3,7.58,4,39,8.4,88,91,Positive,3,11.9,3,2,Low
42293,ME,2,Female,72,23,4,10,5.5,8,9.76,2,49,9.5,71,70,Neutral,5,3.3,3,1,Low
42294,CE,4,Male,59,12,8,3,8.6,10,5.1,1,51,6.7,70,50,Positive,4,1.5,1,3,Medium
42295,ME,1,Male,99,28,2,8,8.1,4,5.33,3,47,1.5,100,79,Neutral,5,1.6,4,4,Medium
42296,CSE,1,Male,63,31,5,4,7.4,3,6.52,10,35,8.6,96,47,Neutral,1,0.3,1,1,Medium
42297,ME,3,Male,90,4,4,9,6.5,7,9.19,7,57,5.8,42,57,Neutral,5,9.3,1,1,Medium
42298,CSE,3,Female,46,27,2,10,7.7,9,5.14,7,16,4.0,92,48,Positive,4,0.1,5,1,High
42299,ME,4,Female,83,22,5,8,3.7,4,9.04,1,40,8.0,67,67,Neutral,5,9.5,4,3,Medium
42300,ME,3,Female,72,2,1,3,5.4,10,5.5,7,23,7.3,97,53,Positive,1,4.7,3,5,Medium
42301,ME,4,Female,48,1,5,4,8.9,7,8.62,9,25,1.3,64,99,Positive,4,4.3,5,2,Medium
42302,CE,4,Female,94,8,9,2,5.1,10,6.61,10,39,2.6,83,40,Neutral,7,3.8,4,3,Low
42303,ECE,1,Female,78,15,5,7,7.0,6,6.4,2,24,3.3,71,85,Negative,6,7.0,3,1,Medium
42304,CSE,4,Male,85,25,10,5,4.8,7,7.45,6,37,6.8,89,68,Negative,4,0.5,4,4,Medium
42305,EEE,3,Female,91,9,6,2,5.3,8,9.7,7,30,5.1,42,96,Neutral,5,9.6,3,3,Low
42306,CSE,4,Male,100,32,3,6,6.8,1,9.51,10,0,0.3,83,77,Positive,8,2.3,1,5,Low
42307,CSE,2,Male,66,10,6,6,8.3,9,5.11,3,57,0.9,75,100,Negative,5,1.3,3,1,Medium
42308,ECE,3,Male,43,16,1,7,4.0,1,8.14,0,11,1.6,95,58,Neutral,4,1.4,5,5,Medium
42309,IT,3,Male,53,14,9,5,6.1,6,9.93,4,34,7.9,72,62,Neutral,3,0.3,2,2,Low
42310,IT,2,Female,49,20,8,7,5.9,4,5.68,10,15,0.5,83,53,Neutral,5,5.2,5,1,Medium
42311,EEE,2,Male,72,14,3,2,7.6,10,9.94,10,39,9.2,68,69,Negative,7,1.5,3,4,Medium
42312,CE,1,Female,69,7,5,9,8.1,2,9.28,6,30,9.6,67,78,Negative,3,2.0,2,3,Medium
42313,IT,4,Male,72,32,5,9,7.7,7,9.16,6,17,6.5,86,52,Negative,6,3.3,3,3,Medium
42314,IT,4,Male,100,36,2,9,8.3,7,9.65,4,37,6.9,100,92,Negative,8,7.4,5,5,Medium
42315,CSE,3,Female,47,23,2,1,5.3,8,8.53,2,53,9.3,71,82,Positive,8,6.1,1,4,Medium
42316,EEE,2,Male,57,24,5,1,6.8,7,5.74,0,46,3.3,87,91,Negative,6,1.8,3,1,Medium
42317,ECE,1,Male,42,38,8,5,8.3,9,8.73,6,36,7.9,61,88,Negative,4,9.2,1,3,Medium
42318,CE,4,Male,98,31,10,10,4.4,1,7.36,8,2,7.2,81,92,Negative,1,0.9,4,4,Medium
42319,CSE,3,Male,65,2,9,6,5.9,1,5.26,7,3,4.3,66,55,Negative,0,3.9,4,2,High
42320,CE,2,Female,76,14,3,6,8.1,9,8.16,7,44,9.6,74,41,Neutral,8,7.6,4,5,Medium
42321,CE,4,Female,100,5,5,4,6.6,6,6.7,9,56,6.5,44,72,Positive,8,7.2,5,4,Low
42322,ME,3,Female,43,31,7,1,3.8,6,9.86,3,12,1.9,74,86,Positive,5,5.8,5,3,Medium
42323,EEE,3,Female,81,15,2,4,4.8,6,5.78,8,60,7.3,93,74,Positive,7,5.4,3,1,Medium
42324,ME,4,Female,89,31,3,5,8.7,6,7.76,1,44,7.9,78,45,Negative,5,10.2,4,4,Medium
42325,CSE,2,Male,77,17,5,10,6.6,10,6.69,5,21,6.4,95,60,Positive,8,11.2,2,5,Low
42326,CE,1,Female,88,12,5,10,4.6,7,8.48,0,43,0.7,42,88,Negative,2,11.5,4,3,Medium
42327,EEE,4,Male,63,36,2,4,3.2,7,9.28,1,57,7.4,45,47,Negative,3,0.5,5,4,High
42328,CE,1,Male,98,22,3,9,3.2,2,6.92,4,34,5.8,74,59,Negative,1,0.5,4,1,High
42329,CE,3,Female,93,23,4,3,5.2,10,6.28,5,38,1.1,64,88,Neutral,1,8.4,5,1,Medium
42330,ECE,2,Male,57,14,7,10,6.5,3,5.3,4,40,6.2,89,100,Neutral,4,10.5,5,2,High
42331,ME,1,Male,79,5,8,2,6.2,5,9.23,10,26,9.8,84,81,Neutral,4,11.2,5,4,Low
42332,IT,1,Male,68,2,10,4,3.3,4,9.64,2,57,4.9,76,63,Neutral,7,10.4,2,2,Medium
42333,CE,2,Female,45,3,6,6,4.9,5,5.17,3,0,7.7,82,50,Negative,7,4.8,5,3,High
42334,CSE,3,Male,42,13,3,10,4.1,8,5.61,8,54,0.2,94,45,Negative,5,7.4,3,2,High
42335,IT,1,Male,57,32,2,3,7.5,8,5.65,8,46,2.2,72,64,Neutral,8,0.2,2,3,Medium
42336,CE,2,Female,59,27,6,3,3.6,5,5.34,5,60,2.6,86,69,Neutral,8,11.1,2,3,Medium
42337,ME,2,Female,50,38,3,8,6.6,6,6.22,10,1,6.8,68,99,Negative,5,3.0,1,4,High
42338,EEE,4,Male,56,8,8,3,6.8,10,5.14,3,60,4.6,48,48,Positive,0,3.4,4,4,Medium
42339,CE,3,Male,75,5,8,10,3.9,10,7.89,7,4,1.3,64,42,Positive,3,5.7,1,5,Medium
42340,CSE,2,Male,82,40,9,3,5.2,1,8.84,7,51,8.8,55,74,Positive,6,3.5,4,1,Low
42341,CSE,3,Male,45,21,6,4,6.9,1,8.71,0,39,2.6,89,45,Negative,4,2.3,5,4,Medium
42342,ECE,3,Female,81,13,6,8,4.3,5,8.72,7,5,2.0,84,71,Neutral,1,4.8,1,2,Medium
42343,CE,3,Male,51,16,4,5,3.5,7,6.04,3,5,5.8,88,95,Positive,6,3.5,1,4,Medium
42344,EEE,4,Male,95,5,7,1,4.6,3,6.03,8,8,5.7,76,68,Neutral,3,8.0,2,5,Medium
42345,IT,3,Male,48,8,5,3,8.4,7,9.76,8,36,6.1,73,54,Positive,0,6.8,2,4,Low
42346,EEE,1,Female,96,38,10,8,8.5,2,6.45,6,7,8.4,87,74,Negative,4,5.3,2,3,Medium
42347,ECE,1,Male,100,14,8,10,5.8,3,6.74,3,16,7.4,90,40,Negative,0,11.8,2,5,Medium
42348,ME,4,Male,96,1,7,10,6.6,2,6.3,0,32,3.6,95,79,Neutral,1,6.0,4,1,Medium
42349,CSE,3,Male,74,39,9,5,3.5,5,7.92,3,15,8.8,44,49,Negative,7,2.4,3,5,Low
42350,IT,3,Female,72,17,2,6,4.0,9,8.15,6,27,2.0,70,57,Positive,0,8.4,2,4,Medium
42351,EEE,2,Male,68,24,2,9,8.1,7,6.31,10,16,5.1,50,58,Negative,7,4.8,2,5,High
42352,ME,1,Male,86,10,7,4,8.8,6,8.71,9,16,3.5,89,82,Neutral,1,3.5,2,4,Low
42353,CSE,2,Male,46,25,5,10,5.4,6,8.4,6,19,6.6,78,47,Negative,0,3.2,1,3,Medium
42354,ECE,1,Male,90,5,2,8,3.7,7,8.65,6,60,5.8,59,84,Positive,3,6.9,2,3,Medium
42355,CE,3,Female,44,11,6,4,8.3,5,7.98,6,2,3.5,55,91,Neutral,1,1.0,5,5,Medium
42356,ECE,2,Male,58,17,7,1,7.3,6,5.74,4,37,8.1,46,53,Negative,4,9.5,4,4,Medium
42357,ME,2,Female,84,0,4,9,5.2,7,6.97,3,58,1.3,40,66,Neutral,0,5.0,4,4,Low
42358,ECE,2,Male,51,13,1,9,5.4,4,9.6,0,51,4.4,64,60,Positive,1,1.9,1,2,Medium
42359,ME,2,Male,60,2,2,5,4.9,10,7.06,4,10,2.4,56,74,Negative,4,10.1,4,1,High
42360,ECE,1,Male,88,15,10,4,5.0,6,9.5,2,22,9.3,57,62,Negative,8,10.5,5,3,Low
42361,CE,3,Female,81,33,7,5,7.6,5,7.08,6,41,1.6,91,71,Neutral,5,3.5,2,5,Low
42362,IT,4,Female,70,16,10,6,4.8,4,5.98,8,8,5.4,90,93,Positive,5,3.6,5,4,Medium
42363,ECE,3,Female,46,31,10,10,8.2,1,6.08,1,4,7.0,79,76,Neutral,3,6.6,4,3,Medium
42364,ECE,1,Female,89,6,3,5,5.2,2,8.1,1,47,2.7,40,73,Neutral,7,1.5,1,5,Low
42365,ME,4,Female,98,2,6,7,7.6,7,8.93,7,33,7.9,41,64,Neutral,5,10.8,2,2,Low
42366,IT,2,Male,70,29,10,1,5.6,7,7.07,7,47,4.9,57,80,Negative,5,8.4,3,4,Low
42367,IT,4,Female,85,14,3,8,7.0,1,5.77,10,14,2.2,93,50,Neutral,2,0.4,4,4,High
42368,CSE,1,Male,60,10,7,4,8.4,4,6.32,0,5,1.3,41,74,Neutral,7,7.8,1,1,Medium
42369,CSE,2,Male,40,9,9,6,6.9,6,9.94,5,9,9.2,85,54,Negative,3,9.4,2,5,Medium
42370,CSE,1,Male,88,26,3,2,4.0,1,8.81,1,6,7.9,58,42,Neutral,5,5.7,4,2,Medium
42371,CSE,1,Male,76,25,4,1,5.3,6,8.84,4,52,6.9,45,69,Neutral,2,8.7,5,3,Low
42372,EEE,1,Male,100,17,4,6,5.7,7,7.15,7,7,5.2,94,57,Positive,5,3.6,2,3,Low
42373,ECE,4,Female,42,33,3,10,6.5,8,9.03,10,15,5.5,97,47,Neutral,2,11.8,1,5,Medium
42374,IT,1,Female,90,37,10,4,6.7,4,9.65,10,52,3.2,66,99,Positive,0,8.2,2,3,Low
42375,IT,1,Male,49,37,4,1,8.0,6,8.97,0,8,9.4,93,76,Neutral,8,5.1,2,5,Low
42376,CE,2,Female,88,24,4,1,5.2,8,7.04,5,1,8.1,74,59,Neutral,5,7.7,4,4,Low
42377,CSE,1,Female,62,20,9,9,7.3,5,9.7,1,58,4.3,48,86,Negative,5,8.0,2,5,Medium
42378,IT,1,Male,43,4,8,4,7.4,5,6.14,1,15,8.9,67,84,Negative,3,3.6,4,2,High
42379,IT,4,Male,76,17,7,3,6.9,9,8.67,9,21,1.8,70,57,Neutral,5,11.3,2,3,Low
42380,ME,1,Male,65,19,6,4,7.4,10,7.36,8,35,9.9,93,79,Positive,5,3.3,4,3,Medium
42381,EEE,3,Female,80,17,2,3,7.1,2,6.1,8,57,4.8,87,88,Positive,6,6.7,5,2,Medium
42382,EEE,4,Male,55,6,7,4,4.2,2,8.41,2,30,7.2,68,86,Positive,1,6.6,4,3,Medium
42383,ECE,4,Female,78,21,7,3,5.5,6,5.32,6,7,1.3,49,95,Negative,5,8.0,5,4,Medium
42384,EEE,3,Male,49,22,8,8,5.7,6,6.14,2,48,9.7,91,59,Positive,1,9.2,3,1,Medium
42385,ECE,3,Female,86,12,2,9,8.7,10,7.32,3,19,7.7,87,65,Positive,1,5.5,4,2,Medium
42386,EEE,1,Male,65,3,1,10,3.2,8,6.95,5,20,5.0,100,42,Positive,7,10.0,2,4,Medium
42387,IT,2,Female,49,4,8,5,6.8,10,8.43,5,36,8.0,66,92,Neutral,7,12.0,4,1,Medium
42388,ECE,1,Male,89,12,6,7,8.9,6,9.85,7,7,3.3,65,76,Negative,4,11.9,3,3,Low
42389,ECE,2,Male,62,19,2,6,8.7,5,9.16,0,28,1.6,52,72,Negative,3,4.0,1,1,Medium
42390,CSE,1,Female,88,14,3,7,8.8,4,7.27,8,29,2.8,68,91,Positive,1,6.1,1,3,Low
42391,EEE,3,Male,74,36,8,4,5.0,8,8.34,3,15,8.3,93,49,Neutral,3,0.4,1,2,Low
42392,CSE,1,Female,53,21,1,1,3.9,7,7.66,8,5,2.7,56,83,Neutral,1,6.5,5,2,High
42393,ME,4,Male,89,1,4,2,4.6,9,5.39,8,26,8.7,75,74,Negative,4,4.8,3,4,Medium
42394,ECE,2,Female,52,3,1,4,7.0,4,5.28,6,24,3.5,57,44,Positive,4,9.1,5,3,High
42395,EEE,4,Male,61,23,4,9,3.3,3,9.16,2,39,7.5,53,46,Neutral,5,11.3,5,2,Medium
42396,CE,3,Female,97,18,5,2,7.8,3,6.32,2,43,5.5,61,44,Positive,6,8.4,5,3,Low
42397,ME,3,Male,100,24,9,6,3.8,1,8.89,4,3,2.4,52,90,Negative,1,11.3,4,3,Medium
42398,CSE,4,Female,69,10,8,9,5.3,2,9.65,3,47,7.3,70,43,Neutral,1,11.3,2,4,Medium
42399,CSE,1,Male,67,22,8,1,7.9,8,5.18,2,33,7.1,72,77,Positive,7,4.2,4,1,Medium
42400,EEE,1,Female,87,19,4,10,7.3,9,6.9,2,38,6.6,53,98,Neutral,0,1.6,5,3,Low
42401,EEE,3,Male,42,33,5,5,6.5,10,8.19,7,22,5.0,58,79,Neutral,5,3.9,5,4,Medium
42402,ME,2,Female,78,7,10,8,4.1,6,9.72,3,30,9.0,40,89,Positive,6,11.9,1,5,Low
42403,EEE,4,Female,81,11,10,7,8.6,9,6.19,6,26,5.5,96,40,Positive,3,10.3,1,1,Medium
42404,CSE,4,Male,55,4,5,5,3.3,2,7.46,3,37,8.8,87,50,Neutral,2,9.9,2,1,Medium
42405,IT,3,Female,44,13,7,7,6.8,5,9.59,2,19,4.3,87,57,Positive,0,2.3,2,2,Low
42406,IT,2,Female,58,1,6,10,8.0,5,7.84,8,54,1.9,58,82,Negative,3,3.9,4,2,High
42407,ECE,4,Male,49,4,9,2,7.9,2,9.87,9,27,5.3,64,72,Neutral,5,9.7,5,5,Medium
42408,CE,3,Female,50,38,3,2,3.0,2,6.94,1,5,9.1,92,74,Positive,2,3.9,3,5,Medium
42409,ECE,3,Female,79,9,7,9,6.4,8,8.08,2,23,4.3,73,59,Negative,3,4.0,1,2,Medium
42410,IT,2,Male,66,33,5,1,7.9,2,6.43,4,13,2.2,63,68,Negative,6,12.0,3,4,Medium
42411,EEE,2,Male,97,35,7,8,3.6,4,6.45,8,9,5.1,88,81,Negative,1,2.5,4,2,High
42412,EEE,2,Male,88,29,7,9,8.8,7,9.08,10,19,6.1,50,87,Positive,8,10.4,3,1,Medium
42413,ECE,2,Male,53,27,1,8,4.3,5,7.12,0,52,2.4,75,83,Positive,8,11.7,1,2,High
42414,IT,3,Male,100,14,5,3,6.1,1,7.83,9,41,5.9,94,63,Negative,0,0.6,5,5,Medium
42415,CE,3,Male,56,4,10,7,7.7,2,8.92,10,27,2.5,59,52,Neutral,6,0.5,4,1,Medium
42416,ME,2,Female,79,6,9,9,6.6,1,9.99,7,45,1.2,76,43,Positive,2,8.9,4,5,Medium
42417,IT,1,Male,54,25,9,4,6.1,8,9.77,9,35,3.9,94,80,Neutral,3,7.5,5,5,Medium
42418,IT,1,Male,63,7,2,9,5.7,6,6.83,1,19,2.7,72,43,Negative,0,4.6,2,3,High
42419,EEE,1,Male,92,7,2,2,6.3,8,8.77,5,45,0.5,47,93,Positive,3,0.7,2,1,Low
42420,ME,1,Female,47,21,3,8,5.4,6,8.52,3,0,3.5,64,65,Negative,5,6.4,2,1,High
42421,ME,3,Female,70,27,8,3,4.8,3,5.56,4,29,4.7,80,62,Neutral,4,7.9,3,2,Medium
42422,CE,3,Male,86,0,5,5,5.0,10,8.8,7,46,8.2,80,87,Neutral,4,10.8,4,4,Low
42423,IT,3,Male,83,23,4,7,8.8,8,5.01,6,11,9.1,77,70,Negative,8,11.9,3,1,Medium
42424,EEE,4,Male,43,10,5,2,7.3,2,9.19,5,29,3.1,100,55,Negative,3,10.2,2,3,Medium
42425,CSE,2,Female,81,12,2,8,7.6,5,7.11,10,15,4.7,87,58,Neutral,5,9.0,1,3,Medium
42426,IT,4,Female,79,23,9,4,3.4,4,8.36,7,13,4.5,70,95,Positive,2,8.5,2,2,Low
42427,ECE,4,Female,46,7,2,10,6.5,4,7.86,5,30,3.4,49,65,Positive,7,11.4,1,1,Medium
42428,CE,4,Male,50,0,5,9,7.5,2,9.9,1,42,0.8,46,57,Neutral,8,3.5,1,2,Medium
42429,EEE,1,Female,82,22,10,8,4.6,8,6.17,8,58,9.5,64,67,Negative,4,4.8,3,2,High
42430,EEE,3,Female,97,16,1,6,5.3,4,7.94,10,14,6.8,100,78,Negative,7,10.5,3,5,Medium
42431,IT,4,Female,62,20,8,8,5.2,9,6.11,4,18,5.2,70,95,Positive,7,6.1,1,1,Medium
42432,IT,2,Female,85,10,7,2,6.6,9,6.91,5,25,8.4,74,97,Neutral,8,3.5,2,2,Low
42433,CSE,2,Male,100,31,2,8,4.2,7,6.5,4,16,1.4,42,96,Negative,7,2.6,3,1,High
42434,CE,3,Male,86,35,5,7,5.5,6,7.16,9,8,6.1,55,91,Neutral,1,0.3,3,5,Low
42435,ECE,2,Male,72,18,5,3,5.5,8,6.08,3,45,4.7,71,53,Negative,5,7.6,3,2,Medium
42436,ME,2,Male,64,39,6,5,5.9,4,5.33,3,1,4.1,72,54,Negative,7,7.1,5,4,Medium
42437,CE,3,Male,91,32,8,2,3.5,3,6.38,8,54,3.8,78,52,Positive,7,3.5,3,3,Medium
42438,CSE,4,Female,58,25,8,10,7.6,1,6.01,2,39,5.9,91,50,Positive,7,8.3,4,3,Medium
42439,ME,4,Female,92,23,6,6,8.4,8,8.91,8,28,7.0,54,70,Positive,4,9.4,2,2,Low
